dept;siren;raison_sociale;nature_juridique;mode_financ;nb_membres;total_pop_tot;total_pop_mun;dep_com;insee;siren_membre;nom_membre;ptot_2026;pmun_2026
49;200071876;CA Saumur Val de Loire;CA;FPU;45;100451;98005;49;49291;214902918;Saint-Just-sur-Dive;382;373
49;200071876;CA Saumur Val de Loire;CA;FPU;45;100451;98005;49;49302;214903023;Saint-Macaire-du-Bois;446;439
49;200071876;CA Saumur Val de Loire;CA;FPU;45;100451;98005;49;49311;214903114;Saint-Philbert-du-Peuple;1332;1307
49;200071876;CA Saumur Val de Loire;CA;FPU;45;100451;98005;49;49328;214903288;Saumur;27096;26241
49;200071876;CA Saumur Val de Loire;CA;FPU;45;100451;98005;49;49341;214903411;Souzay-Champigny;701;686
49;200071876;CA Saumur Val de Loire;CA;FPU;45;100451;98005;49;49003;200058949;Tuffalun;1781;1746
49;200071876;CA Saumur Val de Loire;CA;FPU;45;100451;98005;49;49358;214903585;Turquant;574;566
49;200071876;CA Saumur Val de Loire;CA;FPU;45;100451;98005;49;49361;214903619;Varennes-sur-Loire;1951;1922
49;200071876;CA Saumur Val de Loire;CA;FPU;45;100451;98005;49;49362;214903627;Varrains;1343;1312
49;200071876;CA Saumur Val de Loire;CA;FPU;45;100451;98005;49;49364;214903643;Vaudelnay;1138;1122
49;200071876;CA Saumur Val de Loire;CA;FPU;45;100451;98005;49;49368;214903684;Vernantes;2036;2004
49;200071876;CA Saumur Val de Loire;CA;FPU;45;100451;98005;49;49369;214903692;Vernoil-le-Fourrier;1383;1366
49;200071876;CA Saumur Val de Loire;CA;FPU;45;100451;98005;49;49370;214903700;Verrie;467;458
49;200071876;CA Saumur Val de Loire;CA;FPU;45;100451;98005;49;49374;214903742;Villebernier;1478;1441
49;200071876;CA Saumur Val de Loire;CA;FPU;45;100451;98005;49;49378;214903783;Vivy;2636;2582
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49007;214900078;Angers;162290;159022
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49015;214900151;Avrillé;15655;15251
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49020;214900201;Beaucouzé;5834;5732
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49028;214900284;Béhuard;117;115
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49035;214900359;Bouchemaine;6718;6580
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49048;214900482;Briollay;3278;3225
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49055;214900557;Cantenay-Épinard;2447;2415
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49129;214901290;Écouflant;4819;4749
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49130;214901308;Écuillé;673;655
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49135;214901357;Feneu;2261;2212
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49241;214902413;Le Plessis-Grammoire;2715;2664
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49246;214902462;Les Ponts-de-Cé;13704;13149
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49307;200057438;Loire-Authion;17361;16765
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49200;200056091;Longuenée-en-Anjou;6702;6571
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49214;214902140;Montreuil-Juigné;7913;7808
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49223;214902231;Mûrs-Erigné;6501;6408
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49377;200084283;Rives-du-Loir-en-Anjou;5743;5644
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49267;214902678;Saint-Barthélemy-d'Anjou;9964;9720
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49271;214902710;Saint-Clément-de-la-Place;2207;2168
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49278;214902785;Sainte-Gemmes-sur-Loire;3927;3685
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49294;214902942;Saint-Lambert-la-Potherie;3025;2974
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49298;200082550;Saint-Léger-de-Linières;3932;3866
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49306;214903064;Saint-Martin-du-Fouilloux;1747;1705
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49326;214903262;Sarrigné;950;935
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49329;214903296;Savennières;1397;1349
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49338;214903387;Soulaines-sur-Aubance;1349;1329
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49339;214903395;Soulaire-et-Bourg;1504;1467
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49353;214903536;Trélazé;16518;16333
49;244900015;CU Angers Loire Métropole;CU;FPU;29;319672;312612;49;49323;200056679;Verrières-en-Anjou;8421;8116
49;244900809;CC Anjou Bleu Communauté;CC;FPU;11;35667;34625;49;49008;214900086;Angrie;937;913
49;244900809;CC Anjou Bleu Communauté;CC;FPU;11;35667;34625;49;49010;214900102;Armaillé;329;320
49;244900809;CC Anjou Bleu Communauté;CC;FPU;11;35667;34625;49;49036;214900367;Bouillé-Ménard;795;785
49;244900809;CC Anjou Bleu Communauté;CC;FPU;11;35667;34625;49;49038;214900383;Bourg-l'Évêque;240;236
49;244900809;CC Anjou Bleu Communauté;CC;FPU;11;35667;34625;49;49054;214900540;Candé;2845;2801
49;244900809;CC Anjou Bleu Communauté;CC;FPU;11;35667;34625;49;49056;214900565;Carbay;280;277
49;244900809;CC Anjou Bleu Communauté;CC;FPU;11;35667;34625;49;49061;214900615;Challain-la-Potherie;840;827
49;244900809;CC Anjou Bleu Communauté;CC;FPU;11;35667;34625;49;49089;214900896;Chazé-sur-Argos;1100;1086
49;244900809;CC Anjou Bleu Communauté;CC;FPU;11;35667;34625;49;49178;214901787;Loiré;922;900
49;244900809;CC Anjou Bleu Communauté;CC;FPU;11;35667;34625;49;49248;200069474;Ombrée d'Anjou;9000;8813
49;244900809;CC Anjou Bleu Communauté;CC;FPU;11;35667;34625;49;49331;200065423;Segré-en-Anjou Bleu;18379;17667
49;244900882;CC Baugeois Vallée;CC;FPU;7;35221;34567;49;49018;200052702;Baugé-en-Anjou;11939;11712
49;244900882;CC Baugeois Vallée;CC;FPU;7;35221;34567;49;49021;200058899;Beaufort-en-Anjou;7054;6901
49;244900882;CC Baugeois Vallée;CC;FPU;7;35221;34567;49;49201;214902017;La Ménitré;2121;2079
49;244900882;CC Baugeois Vallée;CC;FPU;7;35221;34567;49;49237;214902371;La Pellerine;143;141
49;244900882;CC Baugeois Vallée;CC;FPU;7;35221;34567;49;49138;200053213;Les Bois d'Anjou;2577;2525
49;244900882;CC Baugeois Vallée;CC;FPU;7;35221;34567;49;49194;200058873;Mazé-Milon;5846;5761
49;244900882;CC Baugeois Vallée;CC;FPU;7;35221;34567;49;49228;200070050;Noyant-Villages;5541;5448
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53010;215300104;Assé-le-Bérenger;401;395
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53016;215300161;Bais;1239;1222
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53228;200062651;Blandouet-Saint Jean;566;554
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53043;215300435;Brée;600;591
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53053;215300534;Champgenéteux;501;492
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53097;200084697;Évron;8421;8252
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53105;215301052;Gesnes;254;249
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53113;215301136;Hambers;634;624
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53120;215301201;Izé;475;464
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53023;215300237;La Bazouge-des-Alleux;570;558
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53059;215300591;La Chapelle-Rainsouin;429;412
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53134;215301342;Livet;192;191
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53153;215301532;Mézangers;644;627
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53161;200086106;Montsûrs;3250;3192
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53163;215301631;Neau;760;750
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53218;215302183;Sainte-Gemmes-le-Robert;791;773
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53255;200054716;Sainte-Suzanne-et-Chammes;1188;1175
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53220;215302209;Saint-Georges-le-Fléchard;380;373
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53221;215302217;Saint-Georges-sur-Erve;400;393
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53232;215302324;Saint-Léger;318;312
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53248;215302480;Saint-Pierre-sur-Erve;133;130
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53256;215302563;Saint-Thomas-de-Courceriers;167;166
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53257;215302571;Saulges;338;329
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53264;215302647;Thorigné-en-Charnie;199;191
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53265;215302654;Torcé-Viviers-en-Charnie;780;768
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53266;215302662;Trans;234;231
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53267;215302670;Vaiges;1211;1178
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53249;200094795;Vimartin-sur-Orthe;1118;1100
53;200033298;CC des Coëvrons;CC;FPU;29;27104;26585;53;53276;215302761;Voutré;911;893
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53013;215300138;Averton;567;552
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53038;215300385;Boulay-les-Ifs;143;136
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53052;215300526;Champfrémont;288;282
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53069;215300690;Chevaigné-du-Maine;152;150
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53080;215300807;Couptrain;104;103
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53083;215300831;Courcité;825;797
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53085;215300856;Crennes-sur-Fraubée;200;192
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53106;215301060;Gesvres;548;539
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53121;215301219;Javron-les-Chapelles;1336;1314
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53173;215301730;La Pallu;175;171
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53112;215301128;Le Ham;348;338
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53133;215301334;Lignières-Orgères;726;719
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53139;215301391;Loupfougères;416;408
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53142;215301425;Madré;283;280
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53164;215301649;Neuilly-le-Vendin;359;352
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53185;200057032;Pré-en-Pail-Saint-Samson;2366;2273
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53187;215301870;Ravigny;239;232
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53196;215301961;Saint-Aignan-de-Couptrain;360;349
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53198;215301987;Saint-Aubin-du-Désert;232;227
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53204;215302043;Saint-Calais-du-Désert;405;396
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53208;215302084;Saint-Cyr-en-Pail;511;500
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53223;215302233;Saint-Germain-de-Coulamer;335;329
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53236;215302365;Saint-Mars-du-Désert;164;162
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53246;215302464;Saint-Pierre-des-Nids;1783;1748
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53271;215302712;Villaines-la-Juhel;2713;2671
53;200042182;CC du Mont des Avaloirs;CC;FPU;26;15773;15412;53;53272;215302720;Villepail;195;192
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53011;215300112;Astillé;914;895
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53012;215300120;Athée;476;451
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53018;215300187;Ballots;1319;1278
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53035;215300351;Bouchamps-lès-Craon;616;595
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53041;215300419;Brains-sur-les-Marches;285;279
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53068;215300682;Chérancé;155;155
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53073;215300732;Congrier;947;932
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53075;215300757;Cosmes;305;302
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53077;215300773;Cossé-le-Vivien;3248;3174
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53082;215300823;Courbeveille;643;631
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53084;215300849;Craon;4579;4431
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53088;215300880;Cuillé;899;888
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53090;215300906;Denazé;198;194
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53098;215300989;Fontaine-Couverte;430;420
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53102;215301029;Gastines;169;165
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53033;215300336;La Boissière;119;115
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53058;215300583;La Chapelle-Craonnaise;320;308
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53191;215301912;La Roë;253;248
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53192;215301920;La Rouaudière;331;320
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53258;215302589;La Selle-Craonnaise;925;895
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53128;215301284;Laubrières;332;324
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53135;215301359;Livré-la-Touche;752;729
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53148;215301482;Mée;232;226
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53151;215301516;Méral;1073;1053
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53165;215301656;Niafles;347;344
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53180;215301805;Pommerieux;684;667
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53186;215301862;Quelaines-Saint-Gault;2204;2152
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53188;215301888;Renazé;2560;2504
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53197;215301979;Saint-Aignan-sur-Roë;967;949
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53214;215302142;Saint-Erblon;157;153
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53240;215302407;Saint-Martin-du-Limet;426;420
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53242;215302423;Saint-Michel-de-la-Roë;255;252
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53250;215302506;Saint-Poix;385;383
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53251;215302514;Saint-Quentin-les-Anges;489;472
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53253;215302530;Saint-Saturnin-du-Limet;518;515
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53259;215302597;Senonnes;399;392
53;200048551;CC du Pays de Craon;CC;FPU;37;29292;28591;53;53260;215302605;Simplé;381;380
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53002;215300021;Alexain;622;610
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53008;215300088;Aron;1869;1828
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53028;215300286;Belgeard;566;555
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53051;215300518;Champéon;648;636
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53061;215300617;Charchigné;471;459
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53072;215300724;Commer;1314;1286
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53074;215300740;Contest;870;834
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53109;215301094;Grazay;649;629
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53114;215301144;Hardanges;172;169
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53122;215301227;Jublains;767;747
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53021;215300211;La Bazoge-Montpinçon;988;953
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53057;215300575;La Chapelle-au-Riboul;512;505
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53111;215301110;La Haie-Traversaine;485;468
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53127;215301276;Lassay-les-Châteaux;2278;2247
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53116;215301169;Le Horps;746;716
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53118;215301185;Le Housseau-Brétignolles;238;231
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53190;215301904;Le Ribay;474;463
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53144;215301441;Marcillé-la-Ville;782;758
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53146;215301466;Martigné-sur-Mayenne;1938;1902
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53147;215301474;Mayenne;13612;12883
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53160;215301607;Montreuil-Poulay;380;373
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53162;215301623;Moulay;991;973
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53174;215301748;Parigné-sur-Braye;871;848
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53179;215301797;Placé;369;359
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53189;215301896;Rennes-en-Grenouilles;112;112
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53195;215301953;Sacé;486;472
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53200;215302001;Saint-Baudelle;1249;1189
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53235;215302357;Sainte-Marie-du-Bois;232;226
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53216;215302167;Saint-Fraimbault-de-Prières;952;926
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53219;215302191;Saint-Georges-Buttavent;1403;1367
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53222;215302225;Saint-Germain-d'Anxure;370;354
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53230;215302308;Saint-Julien-du-Terroux;262;258
53;200055887;CC Mayenne Communauté;CC;FPU;33;37954;36607;53;53263;215302639;Thubœuf;276;271
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53001;215300013;Ahuillé;1912;1852
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53007;215300070;Argentré;2978;2906
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53026;215300260;Beaulieu-sur-Oudon;494;483
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53034;215300344;Bonchamp-lès-Laval;6498;6302
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53040;215300401;Bourgon;626;616
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53049;215300492;Châlons-du-Maine;697;682
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53054;215300542;Changé;6662;6502
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53094;215300948;Entrammes;2337;2294
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53099;215300997;Forcé;1124;1099
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53045;215300450;La Brûlatte;682;673
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53056;215300567;La Chapelle-Anthenaise;997;970
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53108;215301086;La Gravelle;568;557
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53129;215301292;Launay-Villiers;359;350
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53130;215301300;Laval;51719;49400
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53039;215300393;Le Bourgneuf-la-Forêt;1810;1769
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53103;215301037;Le Genest-Saint-Isle;2208;2166
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53119;215301193;L'Huisserie;4780;4672
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53137;200055705;Loiron-Ruillé;2806;2758
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53140;215301409;Louverné;4457;4344
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53141;215301417;Louvigné;1225;1193
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53156;215301565;Montflours;253;247
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53157;215301573;Montigné-le-Brillant;1397;1366
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53158;215301581;Montjean;1033;1020
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53168;215301680;Nuillé-sur-Vicoin;1271;1247
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53169;215301698;Olivet;414;404
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53175;215301755;Parné-sur-Roc;1427;1378
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53182;215301821;Port-Brillet;1845;1827
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53201;215302019;Saint-Berthevin;7714;7479
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53209;215302092;Saint-Cyr-le-Gravelais;581;567
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53224;215302241;Saint-Germain-le-Fouilloux;1211;1172
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53229;215302290;Saint-Jean-sur-Mayenne;1764;1732
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53243;215302431;Saint-Ouën-des-Toits;1824;1785
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53247;215302472;Saint-Pierre-la-Cour;2350;2320
53;200083392;CA Laval Agglomération;CA;FPU;34;119115;115195;53;53262;215302621;Soulgé-sur-Ouette;1092;1063
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53009;215300096;Arquenay;686;674
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53019;215300195;Bannes;121;119
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53025;215300252;Bazougers;1100;1079
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53027;215300278;Beaumont-Pied-de-Bœuf;206;203
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53036;215300369;Bouère;1080;1058
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53067;215300674;Chémeré-le-Roi;442;431
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53076;215300765;Cossé-en-Champagne;309;299
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53110;215301102;Grez-en-Bouère;998;980
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53022;215300229;La Bazouge-de-Chemeré;508;497
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53087;215300872;La Cropte;245;235
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53030;215300302;Le Bignon-du-Maine;326;322
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53046;215300468;Le Buret;327;315
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53143;215301433;Maisoncelles-du-Maine;519;506
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53152;215301524;Meslay-du-Maine;2831;2779
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53184;215301847;Préaux;163;158
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53193;215301938;Ruillé-Froid-Fonds;592;583
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53203;215302035;Saint-Brice;537;517
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53206;215302068;Saint-Charles-la-Forêt;237;231
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53212;215302126;Saint-Denis-du-Maine;456;449
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53233;215302332;Saint-Loup-du-Dorat;347;338
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53017;200063675;Val-du-Maine;968;952
53;245300223;CC du Pays de Meslay-Grez;CC;FPU;22;14136;13834;53;53273;215302738;Villiers-Charlemagne;1138;1109
53;245300355;CC de l'Ernée;CC;FPU;15;20751;20303;53;53005;215300054;Andouillé;2383;2321
53;245300355;CC de l'Ernée;CC;FPU;15;20751;20303;53;53048;215300484;Chailland;1213;1187
